k_index,band_index,k_distance,energy_eV,weight
44,3,1.81722830,-3.862762,9.04443092e-02
45,3,1.83870581,-3.779723,9.69378847e-02
46,3,1.86018364,-3.690187,1.03552288e-01
47,3,1.88166114,-3.595116,1.10287661e-01
48,3,1.90313897,-3.495610,1.17157274e-01
49,3,1.92461647,-3.393066,1.24181856e-01
50,3,1.94609430,-3.289015,1.31396753e-01
51,3,1.96757180,-3.185156,1.38824473e-01
52,3,1.98904963,-3.083567,1.46490762e-01
53,3,2.01052713,-2.986564,1.54400312e-01
54,3,2.03200496,-2.896860,1.62497537e-01
55,3,2.05348246,-2.817356,1.70684332e-01
56,3,2.07496029,-2.750976,1.78786638e-01
57,3,2.09643779,-2.700999,1.86541544e-01
58,3,2.11791562,-2.669834,1.93667380e-01
59,3,2.13939312,-2.659237,1.99904453e-01
60,3,2.13939312,-2.659237,1.99904453e-01
61,3,2.20382612,-2.519168,1.89937650e-01
62,3,2.26825912,-2.362696,1.78861794e-01
63,3,2.33269211,-2.191907,1.66801957e-01
64,3,2.39712495,-2.009155,1.53882801e-01
65,3,2.46155794,-1.817763,1.40253834e-01
66,3,2.52599094,-1.621230,1.26063789e-01
67,3,2.59042394,-1.423757,1.11485434e-01
68,3,2.65485693,-1.229855,9.67236059e-02
69,3,2.71928993,-1.044774,8.20355017e-02
70,3,2.78372276,-0.873833,6.77231446e-02
71,3,2.84815576,-0.720502,5.41420471e-02
72,3,2.91258876,-0.588153,4.16435204e-02
73,3,2.97702175,-0.478361,3.05453503e-02
74,3,3.04145475,-0.390914,2.10799877e-02
75,3,3.10588775,-0.324440,1.33749430e-02
76,3,3.17032058,-0.276357,7.45991869e-03
77,3,3.23475363,-0.244265,3.30018481e-03
78,3,3.29918661,-0.225970,8.36950474e-04
79,3,3.36361957,-0.221237,2.09282030e-04
80,3,3.36361957,-0.221237,1.68271436e-04
81,3,3.41622887,-0.236100,1.36278292e-02
82,3,3.46883817,-0.282174,3.56941900e-02
83,3,3.52144747,-0.352540,7.84036724e-02
84,3,3.57405686,-0.440122,5.68303068e-03
85,3,3.62666598,-0.538050,4.82471223e-02
86,3,3.67927530,-0.640874,6.51320833e-02
87,3,3.73188462,-0.744147,6.49459416e-02
88,3,3.78449394,-0.844362,1.52008177e-02
89,3,3.83710326,-0.939896,4.32216667e-01
90,3,3.88971258,-1.028758,5.79014121e-01
91,3,3.94232191,-1.109818,2.99710447e-01
92,3,3.99493123,-1.182323,2.44824902e-01
93,3,4.04754055,-1.245711,1.23026789e-02
94,3,4.10014987,-1.299418,7.99509213e-01
95,3,4.15275899,-1.343739,2.59511845e-01
96,3,4.20536831,-1.378237,7.67667405e-01
97,3,4.25797763,-1.402944,3.96299573e-01
98,3,4.31058696,-1.417777,1.88283827e-01
99,3,4.36319628,-1.422833,7.37259084e-01
0,4,0.00000000,2.274995,4.69270579e-07
1,4,0.06074799,2.244732,2.93391876e-01
2,4,0.12149598,2.154349,2.86929764e-01
3,4,0.18224397,2.016423,2.77816887e-01
4,4,0.24299205,1.845019,2.67504369e-01
5,4,0.30373983,1.653898,2.56975469e-01
6,4,0.36448784,1.454130,2.46750440e-01
7,4,0.42523585,1.254906,2.36999237e-01
8,4,0.48598386,1.063070,2.27728388e-01
9,4,0.54673188,0.883751,2.18882614e-01
10,4,0.60747989,0.720924,2.10390274e-01
11,4,0.66822790,0.577793,2.02193584e-01
12,4,0.72897591,0.456413,1.94251005e-01
13,4,0.78972392,0.359191,1.86552363e-01
14,4,0.85047193,0.287551,1.79085465e-01
15,4,0.91121971,0.243231,1.71861288e-01
16,4,0.97196773,0.226879,1.64900307e-01
17,4,1.03271574,0.240200,1.58215218e-01
18,4,1.09346375,0.284534,1.51834033e-01
19,4,1.15421176,0.360751,1.73643361e-04
20,4,1.15421176,0.360751,1.73824513e-04
21,4,1.18458576,0.378034,3.92556404e-02
22,4,1.21495976,0.429218,1.00075633e-01
23,4,1.24533376,0.512893,1.45127053e-01
24,4,1.27570776,0.625517,1.73388328e-01
25,4,1.30608176,0.764456,1.89231726e-01
26,4,1.33645576,0.926614,1.95973953e-01
27,4,1.36682976,1.109305,1.96148775e-01
28,4,1.39720381,1.309518,1.91876416e-01
29,4,1.42757781,1.525288,1.84514505e-01
30,4,1.45795159,1.754526,1.75142699e-01
31,4,1.48832560,1.995871,1.64581817e-01
32,4,1.51869960,2.247569,1.53294367e-01
33,4,1.54907361,2.508368,1.41603468e-01
34,4,1.57944761,2.777064,1.29631480e-01
35,4,1.60982162,3.050460,1.17274413e-01
36,4,1.64019563,3.325448,1.04030544e-01
37,4,1.67056963,3.593549,8.83030464e-02
38,4,1.70094364,3.828788,6.50346109e-02
39,4,1.73131764,3.942405,1.73673613e-04
40,4,1.73131764,3.942405,1.74139491e-04
41,4,1.75279515,3.837369,1.16241542e-04
42,4,1.77427297,3.652729,4.45662982e-03
43,4,1.79575048,3.435041,9.93096248e-03
44,4,1.81722830,3.206234,1.40904640e-02
45,4,1.83870581,2.975236,1.69943757e-02
46,4,1.86018364,2.746290,1.89289342e-02
47,4,1.88166114,2.521870,2.00971194e-02
48,4,1.90313897,2.303456,2.06198183e-02
49,4,1.92461647,2.093182,2.05563701e-02
50,4,1.94609430,1.891880,1.99395060e-02
51,4,1.96757180,1.702051,1.87872750e-02
52,4,1.98904963,1.525161,1.71176349e-02
53,4,2.01052713,1.363358,1.49684113e-02
54,4,2.03200496,1.219159,1.24133656e-02
55,4,2.05348246,1.095297,9.58759323e-03
56,4,2.07496029,0.995251,6.69525481e-03
57,4,2.09643779,0.920814,4.01685314e-03
58,4,2.11791562,0.875006,1.86036380e-03
59,4,2.13939312,0.859611,5.07923972e-04
60,4,2.13939312,0.859611,5.07923809e-04
61,4,2.20382612,1.022667,7.92222194e-04
62,4,2.26825912,1.205036,1.28370814e-03
63,4,2.33269211,1.403751,2.11970222e-03
64,4,2.39712495,1.615620,3.52934035e-03
65,4,2.46155794,1.834222,5.87749738e-03
66,4,2.52599094,2.052884,9.75131524e-03
67,4,2.59042394,2.261745,1.60132516e-02
68,4,2.65485693,2.448497,2.57431916e-02
69,4,2.71928993,2.598664,3.98145876e-02
70,4,2.78372276,2.700806,5.81136399e-02
71,4,2.84815576,2.751308,7.90062695e-02
72,4,2.91258876,2.756410,1.00258968e-01
73,4,2.97702175,2.728260,1.20594054e-01
74,4,3.04145475,2.624919,1.33791746e-01
75,4,3.10588775,2.499518,1.38826445e-01
76,4,3.17032058,2.401936,1.42847659e-01
77,4,3.23475363,2.332191,1.45777283e-01
78,4,3.29918661,2.290323,1.47558434e-01
79,4,3.36361957,2.274995,4.76169168e-07
80,4,3.36361957,2.274995,4.69591349e-07
81,4,3.41622887,2.299708,4.80999984e-01
82,4,3.46883817,2.333157,3.83342115e-05
83,4,3.52144747,2.315336,6.03163863e-05
84,4,3.57405686,2.255115,8.02209769e-05
85,4,3.62666598,2.169645,9.95216539e-05
86,4,3.67927530,2.070163,1.18009561e-04
87,4,3.73188462,1.964771,1.35341220e-04
88,4,3.78449394,1.858751,1.51221075e-04
89,4,3.83710326,1.755657,1.65543050e-04
90,4,3.88971258,1.658128,1.78268749e-04
91,4,3.94232191,1.568001,1.89430753e-04
92,4,3.99493123,1.486340,1.99101091e-04
93,4,4.04754055,1.414128,2.07382878e-04
94,4,4.10014987,1.352965,2.14146218e-04
95,4,4.15275899,1.302102,2.19673582e-04
96,4,4.20536831,1.262291,2.23926041e-04
97,4,4.25797763,1.233807,2.26951882e-04
98,4,4.31058696,1.216620,2.28750505e-04
99,4,4.36319628,1.210881,2.29348943e-04
0,5,0.00000000,2.274995,3.12976098e-01
1,5,0.06074799,2.344461,1.44768928e-01
2,5,0.12149598,2.532908,1.35852122e-01
3,5,0.18224397,2.809689,1.25543434e-01
4,5,0.24299205,3.146167,1.15777747e-01
